CreateCha(883, 13400, 11500, 145, 300)
CreateCha(884, 13800, 11500, 145, 300)
CreateCha(883, 13400, 11100, 145, 300)
CreateCha(884, 13800, 11100, 145, 300)

CreateCha(884, 12600, 12400, 145, 300)
CreateCha(883, 12600, 12800, 145, 300)
CreateCha(884, 13000, 12400, 145, 300)
CreateCha(883, 13000, 12800, 145, 300)

CreateCha(883, 14500, 12400, 145, 300)
CreateCha(884, 14500, 12800, 145, 300)
CreateCha(883, 14100, 12400, 145, 300)
CreateCha(884, 14100, 12800, 145, 300)

CreateCha(883, 13400, 13500, 145, 300)
CreateCha(884, 13800, 13500, 145, 300)
CreateCha(884, 13400, 13100, 145, 300)
CreateCha(883, 13800, 13100, 145, 300)

CreateCha(886, 16100, 6400, 145, 300)
CreateCha(884, 16100, 6300, 145, 300)
CreateCha(883, 16500, 6100, 145, 300)
CreateCha(884, 16900, 6200, 145, 300)
CreateCha(886, 17300, 6100, 145, 300)
CreateCha(883, 17500, 6400, 145, 300)
CreateCha(886, 17700, 6500, 145, 300)
CreateCha(884, 18000, 6100, 145, 300)
CreateCha(883, 18100, 6300, 145, 300)
CreateCha(884, 18300, 6100, 145, 300)
CreateCha(886, 18400, 6400, 145, 300)
CreateCha(883, 18600, 6300, 145, 300)
CreateCha(884, 18700, 6400, 145, 300)
CreateCha(886, 18900, 6100, 145, 300)

CreateCha(886, 18700, 6200, 145, 300)
CreateCha(883, 18600, 6400, 145, 300)
CreateCha(884, 19000, 6700, 145, 300)
CreateCha(886, 18800, 6800, 145, 300)
CreateCha(883, 18600, 6500, 145, 300)
CreateCha(884, 18700, 7300, 145, 300)
CreateCha(883, 18600, 7200, 145, 300)
CreateCha(886, 18500, 7500, 145, 300)
CreateCha(886, 18900, 7700, 145, 300)
CreateCha(883, 18800, 7900, 145, 300)
CreateCha(884, 18900, 8100, 145, 300)
CreateCha(883, 18600, 8500, 145, 300)
CreateCha(884, 18700, 8900, 145, 300)
CreateCha(886, 18900, 9000, 145, 300)
CreateCha(883, 18800, 9600, 145, 300)
CreateCha(884, 18900, 9900, 145, 300)
CreateCha(886, 18600, 10500, 145, 300)
CreateCha(883, 18700, 10800, 145, 300)
CreateCha(884, 18800, 11200, 145, 300)
CreateCha(886, 18900, 11400, 145, 300)
CreateCha(883, 19000, 11900, 145, 300)
CreateCha(886, 18900, 12200, 145, 300)
CreateCha(884, 18800, 12400, 145, 300)
CreateCha(886, 189000, 12600, 145, 300)

CreateCha(886, 18900, 12600, 145, 300)
CreateCha(883, 18700, 12600, 145, 300)
CreateCha(884, 18400, 12600, 145, 300)
CreateCha(886, 18600, 12600, 145, 300)
CreateCha(884, 18200, 12600, 145, 300)
CreateCha(883, 17900, 12600, 145, 300)
CreateCha(886, 17400, 12600, 145, 300)
CreateCha(884, 17600, 12600, 145, 300)
CreateCha(886, 17200, 12600, 145, 300)
CreateCha(883, 16800, 12600, 145, 300)
CreateCha(886, 16500, 12600, 145, 300)
CreateCha(884, 16200, 12600, 145, 300)
CreateCha(883, 15900, 12600, 145, 300)
CreateCha(886, 16300, 12600, 145, 300)
CreateCha(883, 15700, 12600, 145, 300)
CreateCha(884, 15300, 12600, 145, 300)
CreateCha(886, 15400, 12600, 145, 300)

CreateCha(886, 12400, 15600, 145, 300)
CreateCha(884, 12400, 16100, 145, 300)
CreateCha(883, 12000, 15900, 145, 300)
CreateCha(884, 12500, 15600, 145, 300)
CreateCha(886, 13100, 16000, 145, 300)
CreateCha(883, 13100, 16400, 145, 300)
CreateCha(886, 11900, 16400, 145, 300)


CreateCha(883, 12200, 13700, 145, 300)
CreateCha(886, 12200, 14000, 145, 300)
CreateCha(884, 12100, 14300, 145, 300)
CreateCha(883, 11800, 13700, 145, 300)
CreateCha(886, 11600, 13900, 145, 300)
CreateCha(883, 11900, 13500, 145, 300)


CreateCha(886, 12300, 11900, 145, 300)
CreateCha(886, 12000, 12300, 145, 300)
CreateCha(883, 12100, 12600, 145, 300)
CreateCha(884, 12400, 12900, 145, 300)

CreateCha(886, 14200, 7300, 145, 300)
CreateCha(883, 14500, 7300, 145, 300)
CreateCha(884, 13900, 8100, 145, 300)
CreateCha(883, 12300, 7700, 145, 300)
CreateCha(886, 11800, 7400, 145, 300)
CreateCha(884, 12000, 6800, 145, 300)
CreateCha(883, 12900, 8300, 145, 300)

CreateCha(886, 14700, 5200, 145, 300)
CreateCha(883, 15200, 5400, 145, 300)
CreateCha(884, 14500, 5800, 145, 300)

CreateCha(886, 15600, 10800, 145, 300)
CreateCha(884, 15400, 11500, 145, 300)
CreateCha(886, 14600, 11500, 145, 300)
CreateCha(883, 15500, 10200, 145, 300)

CreateCha(886, 16500, 8700, 145, 300)
CreateCha(886, 17000, 8600, 145, 300)
CreateCha(884, 17000, 9700, 145, 300)
CreateCha(883, 17000, 10700, 145, 300)
CreateCha(886, 16100, 11300, 145, 300)

CreateCha(886, 14100, 15800, 145, 300)

CreateCha(886, 17800, 20300, 145, 300)
CreateCha(884, 18800, 20300, 145, 300)
CreateCha(883, 18600, 21200, 145, 300)
CreateCha(886, 18700, 18700, 145, 300)
CreateCha(883, 18500, 17800, 145, 300)
CreateCha(886, 18900, 17000, 145, 300)

CreateCha(884, 19500, 6500, 145, 300)
CreateCha(886, 19400, 6700, 145, 300)
CreateCha(884, 19600, 6800, 145, 300)
CreateCha(886, 19700, 6900, 145, 300)
CreateCha(883, 19500, 7200, 145, 300)
CreateCha(886, 19500, 7600, 145, 300)
CreateCha(884, 19400, 7900, 145, 300)
CreateCha(886, 19600, 8200, 145, 300)
CreateCha(883, 19700, 8600, 145, 300)
CreateCha(884, 19500, 8900, 145, 300)
CreateCha(886, 19500, 9400, 145, 300)
CreateCha(886, 19400, 9800, 145, 300)
CreateCha(883, 19600, 10200, 145, 300)
CreateCha(886, 19700, 10600, 145, 300)
CreateCha(884, 19500, 11200, 145, 300)
CreateCha(883, 19500, 11800, 145, 300)
CreateCha(886, 19400, 12400, 145, 300)
CreateCha(884, 19600, 13000, 145, 300)
CreateCha(883, 19700, 13800, 145, 300)
CreateCha(886, 19500, 14400, 145, 300)

CreateCha(886, 19400, 15400, 145, 300)
CreateCha(884, 19600, 15800, 145, 300)
CreateCha(883, 19400, 16100, 145, 300)
CreateCha(886, 19500, 16500, 145, 300)
CreateCha(886, 19700, 16800, 145, 300)
CreateCha(883, 19800, 17000, 145, 300)
CreateCha(886, 19400, 17300, 145, 300)
CreateCha(884, 19600, 17700, 145, 300)
CreateCha(883, 19600, 18000, 145, 300)
CreateCha(886, 19500, 18400, 145, 300)
CreateCha(886, 19400, 18700, 145, 300)

CreateCha(886, 18400, 15500, 145, 300)
CreateCha(886, 18100, 15700, 145, 300)
CreateCha(883, 17900, 15600, 145, 300)
CreateCha(884, 17500, 15500, 145, 300)
CreateCha(883, 17100, 15700, 145, 300)
CreateCha(884, 16900, 15600, 145, 300)
CreateCha(883, 16700, 15500, 145, 300)
CreateCha(886, 16600, 15700, 145, 300)
CreateCha(884, 16200, 15600, 145, 300)
CreateCha(883, 15900, 15500, 145, 300)
CreateCha(886, 15700, 15700, 145, 300)
CreateCha(886, 15500, 15600, 145, 300)

CreateCha(886, 13500, 16800, 145, 300)
CreateCha(883, 13100, 17000, 145, 300)
CreateCha(884, 13800, 17300, 145, 300)
CreateCha(885, 13300, 17500, 145, 300)
CreateCha(883, 13600, 17900, 145, 300)
CreateCha(885, 13500, 18500, 145, 300)
CreateCha(884, 13100, 18700, 145, 300)
CreateCha(883, 13800, 18900, 145, 300)
CreateCha(885, 13300, 19100, 145, 300)
CreateCha(885, 13600, 19400, 145, 300)
CreateCha(883, 13500, 19600, 145, 300)
CreateCha(884, 13100, 19900, 145, 300)
CreateCha(885, 13800, 20000, 145, 300)
CreateCha(883, 13300, 20600, 145, 300)
CreateCha(885, 13800, 20900, 145, 300)
CreateCha(884, 13300, 21300, 145, 300)
CreateCha(883, 13800, 21800, 145, 300)
CreateCha(885, 13300, 21900, 145, 300)
CreateCha(885, 13800, 22100, 145, 300)
CreateCha(883, 13300, 22400, 145, 300)
CreateCha(884, 13800, 22800, 145, 300)
CreateCha(885, 13300, 22900, 145, 300)
CreateCha(883, 13800, 23500, 145, 300)
CreateCha(884, 13300, 23800, 145, 300)
CreateCha(885, 13800, 24100, 145, 300)
CreateCha(883, 13300, 24200, 145, 300)
CreateCha(885, 13800, 24500, 145, 300)
